Title,Price,Location,Surface,Number_of_Rooms,Floor,Finishing_Condition,Heating,Parking_Space,Balcony_Garden_Terrace,Link,Voivodeship,City
PROMOCJA | NajlepszaCENA | Bezpieczny Kredyt 2%HIT,319000.0,"ul. Ignacego Mościckiego, Bieńkowice, Krzyki, Wrocław, dolnośląskie",38.0,2 ,1,,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/promocja-najlepszacena-bezpieczny-kredyt-2-hit-ID4nU2U,Dolnośląskie,Wrocław
"Wyjątkowe 3 pok. 60.4 m2 z M.P,Bielany, Klaudyny",950000.0,"ul. Klaudyny, Marymont-Ruda, Bielany, Warszawa, mazowieckie",59.7,3 ,4/20,do zamieszkania,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/wyjatkowe-3-pok-60-4-m2-z-m-p-bielany-klaudyny-ID4nPQd,Mazowieckie,Warszawa
OGRÓDEK | Najlepsza CENA | Bezpieczny Kredyt 2%HIT,335000.0,"ul. Ignacego Mościckiego, Brochów, Krzyki, Wrocław, dolnośląskie",38.0,2 ,parter,,miejskie,garaż/miejsce parkingowe,"ogródek, taras",https://www.otodom.pl/pl/oferta/ogrodek-najlepsza-cena-bezpieczny-kredyt-2-hit-ID4nU2O,Dolnośląskie,Wrocław
"1 pokojowe mieszkanie 35,4 m2 - Krowodrza!",540000.0,"ul. Królewska, Łobzów, Krowodrza, Kraków, małopolskie",35.4,1 ,5/5,do remontu,miejskie,,,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35-4-m2-krowodrza-ID4mZ6O,Małopolskie,Kraków
"Dwupoziomowe, Po remoncie, 56m2, Bezczynszowe!",279000.0,"ul. Józefa Mireckiego, Mydlice Północne, Mydlice, Dąbrowa Górnicza, śląskie",56.0,2 ,2/3,do zamieszkania,gazowe,,,https://www.otodom.pl/pl/oferta/dwupoziomowe-po-remoncie-56m2-bezczynszowe-ID4nU2N,Śląskie,Dąbrowa Górnicza
Apartament w Corte Verona z balkonem i loggią,765000.0,"ul. Grabiszyńska, Grabiszyn, Fabryczna, Wrocław, dolnośląskie",53.0,3 ,1/7,do zamieszkania,kotłownia,garaż/miejsce parkingowe,"balkon, taras",https://www.otodom.pl/pl/oferta/apartament-w-corte-verona-z-balkonem-i-loggia-ID4nU2K,Dolnośląskie,Wrocław
Kawalerka po remoncie przy Wyspie Słodowej,420000.0,"ul. Ludwika Rydygiera 38, Nadodrze, Śródmieście, Wrocław, dolnośląskie",24.14,1 ,1/3,do zamieszkania,miejskie,,,https://www.otodom.pl/pl/oferta/kawalerka-po-remoncie-przy-wyspie-slodowej-ID4njZF,Dolnośląskie,Wrocław
Kawalerka do remontu| Pl. Grunwaldzki | 16m2,179800.0,"ul. Mikołaja Sępa-Szarzyńskiego, Plac Grunwaldzki, Śródmieście, Wrocław, dolnośląskie",16.5,1 ,4/4,do remontu,elektryczne,,,https://www.otodom.pl/pl/oferta/kawalerka-do-remontu-pl-grunwaldzki-16m2-ID4nQJ5,Dolnośląskie,Wrocław
Mieszkanie z lokatorem bez tytułu prawnego.,496000.0,"ul. Jaśkowa Dolina, Wrzeszcz Górny, Gdańsk, pomorskie",46.0,2 ,parter/2,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-z-lokatorem-bez-tytulu-prawnego-ID4nPbJ,Pomorskie,Gdańsk
"Wojszyce,trzystr,4pok,2poz,balkon,winda,garaż,2011",840000.0,"ul. Klasztorna, Wojszyce, Krzyki, Wrocław, dolnośląskie",75.0,4 ,3/3,do zamieszkania,kotłownia,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/wojszyce-trzystr-4pok-2poz-balkon-winda-garaz-2011-ID4mZwI,Dolnośląskie,Wrocław
M4 z ładnym widokiem w bardzo dobrej lokalizacji,309000.0,"Centrum, Chorzów, śląskie",53.6,3 ,7/10,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/m4-z-ladnym-widokiem-w-bardzo-dobrej-lokalizacji-ID4nU2M,Śląskie,Chorzów
"Ostoja, apartament, ostatnie piętro 79m+30m taras",1899000.0,"ul. Prymasa Augusta Hlonda 10G, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",79.0,3 ,4/4,do remontu,miejskie,garaż/miejsce parkingowe,taras,https://www.otodom.pl/pl/oferta/ostoja-apartament-ostatnie-pietro-79m-30m-taras-ID4nU2C,Mazowieckie,Warszawa
"Mieszkanie, 53,40 m², Bytom",310000.0,"Szombierki, Bytom, śląskie",53.4,3 ,6/10,,miejskie,,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-53-40-m-bytom-ID4nU2G,Śląskie,Bytom
"Apartament 3-pokojowy, 70 m2 Casa Verona- Poznań",1000000.0,"ul. Garbary, Centrum, Stare Miasto, Poznań, wielkopolskie",70.0,3 ,1/6,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/apartament-3-pokojowy-70-m2-casa-verona-poznan-ID4npoc,Wielkopolskie,Poznań
"Mieszkanie 2 pokojowe , Wola Justowska",690360.0,"ul. Na Błonie, Bronowice, Bronowice, Kraków, małopolskie",41.84,2 ,1/2,do wykończenia,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-wola-justowska-ID4nrFq,Małopolskie,Kraków
Stylowe apartamenty 29-64 mkw PABIANICE 5300zł/m2!,206700.0,"Pabianice, pabianicki, łódzkie",39.01,2 ,2/2,do wykończenia,gazowe,garaż/miejsce parkingowe,ogródek,https://www.otodom.pl/pl/oferta/stylowe-apartamenty-29-64-mkw-pabianice-5300zl-m2-ID4fpM7,Łódzkie,pabianicki
Duże Mieszkanie Na Parterze W Zielonej Okolicy,450000.0,"Rabka-Zdrój, Rabka-Zdrój, nowotarski, małopolskie",61.0,3 ,parter/2,,,,balkon,https://www.otodom.pl/pl/oferta/duze-mieszkanie-na-parterze-w-zielonej-okolicy-ID4nRP2,Małopolskie,nowotarski
Wyjątkowo atrakcyjne i piękne,2250000.0,"Młociny Heroldów 25, Huta, Bielany, Warszawa, mazowieckie",71.0,3 ,3/5,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/wyjatkowo-atrakcyjne-i-piekne-ID4k89z,Mazowieckie,Warszawa
Duże Mieszkanie W Centrum Limanowej,399000.0,"Limanowa, limanowski, małopolskie",59.9,3 ,2/3,,inne,,balkon,https://www.otodom.pl/pl/oferta/duze-mieszkanie-w-centrum-limanowej-ID4nynx,Małopolskie,limanowski
Mieszkanie na sprzedaż. Centrum Olkusza.,290000.0,"ul. Sławkowska, Olkusz, Olkusz, olkuski, małopolskie",38.0,2 ,parter/2,do zamieszkania,gazowe,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-centrum-olkusza-ID4nU2u,Małopolskie,olkuski
Warszawska99 | mieszkanie 2-pok. | 24,,"al. Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie",33.86,2 ,3/6,do wykończenia,inne,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/warszawska99-mieszkanie-2-pok-24-ID4ntXg,Warmińsko-mazurskie,Olsztyn
3-pokojowe mieszkanie na Bliskiej Woli z loggią,1767000.0,"ul. Marcina Kasprzaka, Odolany, Wola, Warszawa, mazowieckie",62.0,3 ,6/23,,,,"balkon, taras",https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-bliskiej-woli-z-loggia-ID4nhHc,Mazowieckie,Warszawa
3-pokojowe mieszkanie 66 m² na Woli umeblowane,1399000.0,"Juliana Konstantego Ordona, Odolany, Wola, Warszawa, mazowieckie",66.0,3 ,2/7,do zamieszkania,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-66-m-na-woli-umeblowane-ID4nxsN,Mazowieckie,Warszawa
Premium apartament z tarasem 30m2 w Samym Centrum,2000000.0,"Juliana Konstantego Ordona, Odolany, Wola, Warszawa, mazowieckie",74.0,3 ,parter/8,,,garaż/miejsce parkingowe,taras,https://www.otodom.pl/pl/oferta/premium-apartament-z-tarasem-30m2-w-samym-centrum-ID4nOOW,Mazowieckie,Warszawa
idealna lokalizacja do zamieszkania i inwestycję;,497420.0,"wyspa Kępa Mieszczańska, Nadodrze, Śródmieście, Wrocław, dolnośląskie",26.6,1 ,parter/6,do wykończenia,miejskie,garaż/miejsce parkingowe,taras,https://www.otodom.pl/pl/oferta/idealna-lokalizacja-do-zamieszkania-i-inwestycje-ID4nU2B,Dolnośląskie,Wrocław
"Atrakcyjne mieszkanie,duży taras -Sarmacka Wilanów",1200000.0,"Sarmacka , Aura Park, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",63.0,2 ,1/4,do zamieszkania,miejskie,,"balkon, taras",https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-duzy-taras-sarmacka-wilanow-ID4nU2t,Mazowieckie,Warszawa
Bielany. Metro. Trzy pokoje. Ogródek.,719000.0,"Wawrzyszew, Bielany, Warszawa, mazowieckie",40.92,3 ,parter/4,do zamieszkania,miejskie,,ogródek,https://www.otodom.pl/pl/oferta/bielany-metro-trzy-pokoje-ogrodek-ID4nPb5,Mazowieckie,Warszawa
os. Azymut | 2 Miejsca W Hali | Wyposażone,1050000.0,"ul. Wielkopolska, Mały Kack, Gdynia, pomorskie",66.76,3 ,2/4,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/os-azymut-2-miejsca-w-hali-wyposazone-ID4n05R,Pomorskie,Gdynia
Inwestycyjne | 900M Do Plaży | 2 Pokoje,499000.0,"ul. Dworska, Brzeźno, Gdańsk, pomorskie",25.78,2 ,2/4,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/inwestycyjne-900m-do-plazy-2-pokoje-ID4mYhQ,Pomorskie,Gdańsk
2 Pokoje | Balkon | Słoneczne | Przestronne,545000.0,"ul. Kazimierza Porębskiego, Ujeścisko-Łostowice, Gdańsk, pomorskie",51.95,2 ,2/4,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/2-pokoje-balkon-sloneczne-przestronne-ID4mYQ7,Pomorskie,Gdańsk
4 Pokoje | Blisko Obwodnicy | Do Wprowadzenia,749000.0,"ul. Konrada Guderskiego, Jasień, Gdańsk, pomorskie",75.39,4 ,2/3,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/4-pokoje-blisko-obwodnicy-do-wprowadzenia-ID4mY8u,Pomorskie,Gdańsk
2 Pokoje | Blisko Morza | Duży Ogródek | Letnica,799000.0,"ul. Letnicka, Letnica, Gdańsk, pomorskie",53.7,2 ,parter/5,do zamieszkania,miejskie,garaż/miejsce parkingowe,ogródek,https://www.otodom.pl/pl/oferta/2-pokoje-blisko-morza-duzy-ogrodek-letnica-ID4mXFp,Pomorskie,Gdańsk
Dla Rodziny | Po Remoncie | Natychmiastowe Wydanie,897000.0,"ul. Myśliwskie Wzgórze, Piecki-Migowo, Gdańsk, pomorskie",70.01,4 ,2/3,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/dla-rodziny-po-remoncie-natychmiastowe-wydanie-ID4mTrX,Pomorskie,Gdańsk
Gdynia Wzgórze | Widok na morze | 5min do plaży,699000.0,"ul. Jana Matejki, Wzgórze Św. Maksymiliana, Gdynia, pomorskie",47.7,3 ,8/10,do remontu,miejskie,,balkon,https://www.otodom.pl/pl/oferta/gdynia-wzgorze-widok-na-morze-5min-do-plazy-ID4mShW,Pomorskie,Gdynia
Centrum Wrzeszcza | 3 Pokoje | Blisko Uczelni,650000.0,"ul. Jana Kilińskiego, Wrzeszcz Dolny, Gdańsk, pomorskie",57.0,3 ,2/3,do zamieszkania,gazowe,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/centrum-wrzeszcza-3-pokoje-blisko-uczelni-ID4mUiO,Pomorskie,Gdańsk
Wysoki Parter | 2 Pokoje | Do Wprowadzenia,550000.0,"ul. Rycerza Blizbora, Jasień, Gdańsk, pomorskie",50.1,2 ,parter/4,,miejskie,,balkon,https://www.otodom.pl/pl/oferta/wysoki-parter-2-pokoje-do-wprowadzenia-ID4mS21,Pomorskie,Gdańsk
Pod Inwestycje | W Centrum | Parter,599000.0,"ul. Browarna, Śródmieście, Gdańsk, pomorskie",38.0,1 ,parter/4,do zamieszkania,miejskie,,,https://www.otodom.pl/pl/oferta/pod-inwestycje-w-centrum-parter-ID4mS86,Pomorskie,Gdańsk
Gotowiec Inwestycyjny | Sopot | Widok na morze,699000.0,"ul. Adama Mickiewicza, Osiedle Mickiewicza, Sopot, pomorskie",39.0,2 ,5/10,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/gotowiec-inwestycyjny-sopot-widok-na-morze-ID4mOa7,Pomorskie,Sopot
Zajezdnia Wrzeszcz | 2 Pokoje | Pod Inwestycję,680000.0,"Aleja Gen. Józefa Hallera, Wrzeszcz Dolny, Gdańsk, pomorskie",31.31,2 ,5/5,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/zajezdnia-wrzeszcz-2-pokoje-pod-inwestycje-ID4mO0D,Pomorskie,Gdańsk
2 Pokoje | Pod Inwestycję | Szybkie Wydanie,575000.0,"ul. Myśliwskie Wzgórze, Piecki-Migowo, Gdańsk, pomorskie",41.3,2 ,parter/3,,miejskie,,balkon,https://www.otodom.pl/pl/oferta/2-pokoje-pod-inwestycje-szybkie-wydanie-ID4mRwm,Pomorskie,Gdańsk
4 Pokoje | Duży Ogród | 2 Miejsca Postojowe,899000.0,"ul. Kazimierza Wielkiego, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie",88.0,4 ,parter/2,do zamieszkania,miejskie,garaż/miejsce parkingowe,ogródek,https://www.otodom.pl/pl/oferta/4-pokoje-duzy-ogrod-2-miejsca-postojowe-ID4mJcW,Pomorskie,Gdańsk
Mieszkanie z ogródkiem na świetnym osiedlu,815000.0,"ul. Śląska, Przymorze Małe, Gdańsk, pomorskie",45.93,2 ,parter/6,do wykończenia,miejskie,garaż/miejsce parkingowe,"ogródek, taras",https://www.otodom.pl/pl/oferta/mieszkanie-z-ogrodkiem-na-swietnym-osiedlu-ID4mLh7,Pomorskie,Gdańsk
Blisko Morza | Przestrzenne | 2 Sypialnie,560000.0,"ul. Kasztanowa, Nowy Port, Gdańsk, pomorskie",61.3,3 ,4/4,do wykończenia,miejskie,,balkon,https://www.otodom.pl/pl/oferta/blisko-morza-przestrzenne-2-sypialnie-ID4mBb8,Pomorskie,Gdańsk
2 Pok -Piękny Taras -Garderoba -Klimatyzacja,750000.0,"ul. Skoroszewska, Skorosze, Ursus, Warszawa, mazowieckie",53.95,2 ,1/8,,,garaż/miejsce parkingowe,taras,https://www.otodom.pl/pl/oferta/2-pok-piekny-taras-garderoba-klimatyzacja-ID4n20o,Mazowieckie,Warszawa
3 Pokoje | Po Remoncie | Klimatyzacja,699000.0,"ul. Piastowska, Pruszcz Gdański, gdański, pomorskie",70.29,3 ,2/2,,inne,,balkon,https://www.otodom.pl/pl/oferta/3-pokoje-po-remoncie-klimatyzacja-ID4npqy,Pomorskie,gdański
Najniższa Cena | Devoperka | 2 pokoje z poddaszem,269000.0,"Borowikowa, Trąbki Wielkie, Trąbki Wielkie, gdański, pomorskie",34.07,2 ,1/1,do wykończenia,gazowe,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/najnizsza-cena-devoperka-2-pokoje-z-poddaszem-ID4npyO,Pomorskie,gdański
Widok na morze | Blisko do Plaży | Przymorze,2299000.0,"Prezydenta Lecha Kaczyńskiego, Przymorze Wielkie, Gdańsk, pomorskie",82.0,4 ,7/12,do wykończenia,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/widok-na-morze-blisko-do-plazy-przymorze-ID4noXp,Pomorskie,Gdańsk
Od Zaraz | Przestrzenne | Blisko Lasu,869000.0,"ul. Myśliwska, Piecki-Migowo, Gdańsk, pomorskie",63.96,3 ,2/4,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/od-zaraz-przestrzenne-blisko-lasu-ID4noL3,Pomorskie,Gdańsk
Sopot| Parter| Z ogródkiem|Idealne pod najem,1250000.0,"ul. Grunwaldzka, Karlikowo, Sopot, pomorskie",50.0,3 ,parter/1,do zamieszkania,gazowe,garaż/miejsce parkingowe,"ogródek, taras",https://www.otodom.pl/pl/oferta/sopot-parter-z-ogrodkiem-idealne-pod-najem-ID4nk65,Pomorskie,Sopot
Gotowiec Inwestycyjny | Śródmieście | Od Zaraz,980000.0,"ul. Angielska Grobla, Śródmieście, Gdańsk, pomorskie",45.8,2 ,parter/5,do zamieszkania,miejskie,garaż/miejsce parkingowe,ogródek,https://www.otodom.pl/pl/oferta/gotowiec-inwestycyjny-srodmiescie-od-zaraz-ID4nhy3,Pomorskie,Gdańsk
Gotowiec Inwestycyjny | Śródmieście | Od Zaraz,980000.0,"ul. Angielska Grobla, Śródmieście, Gdańsk, pomorskie",45.8,2 ,parter/5,do zamieszkania,miejskie,garaż/miejsce parkingowe,ogródek,https://www.otodom.pl/pl/oferta/gotowiec-inwestycyjny-srodmiescie-od-zaraz-ID4niuO,Pomorskie,Gdańsk
2 Pokoje | Blisko Plaży | Wysoki Standard,1320000.0,"ul. Nadmorski Dwór, Brzeźno, Gdańsk, pomorskie",44.5,2 ,parter/3,,miejskie,garaż/miejsce parkingowe,"ogródek, taras",https://www.otodom.pl/pl/oferta/2-pokoje-blisko-plazy-wysoki-standard-ID4nhy1,Pomorskie,Gdańsk
Pod Inwestycje | Świetna Lokalizacja | Ogród,760000.0,"al. Rzeczypospolitej, Przymorze Wielkie, Gdańsk, pomorskie",40.93,2 ,parter/17,do zamieszkania,miejskie,garaż/miejsce parkingowe,"ogródek, taras",https://www.otodom.pl/pl/oferta/pod-inwestycje-swietna-lokalizacja-ogrod-ID4njIn,Pomorskie,Gdańsk
Blisko Ug|Osobna kuchnia|Widok na panoramę miasta,699000.0,"ul. Kornela Makuszyńskiego, Wrzeszcz Górny, Gdańsk, pomorskie",51.0,3 ,4/4,do zamieszkania,inne,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/blisko-ug-osobna-kuchnia-widok-na-panorame-miasta-ID4nhr7,Pomorskie,Gdańsk
Ogródek | 2 Pokoje | Wysoki Standard,569000.0,"ul. Hokejowa, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie",37.0,2 ,parter/3,do zamieszkania,miejskie,garaż/miejsce parkingowe,ogródek,https://www.otodom.pl/pl/oferta/ogrodek-2-pokoje-wysoki-standard-ID4ndwr,Pomorskie,Gdańsk
Tarasy Bałtyku | Ogródek | 900m Do Morza,1730000.0,"Prezydenta Lecha Kaczyńskiego, Przymorze Wielkie, Gdańsk, pomorskie",67.38,3 ,1/12,do zamieszkania,miejskie,garaż/miejsce parkingowe,"balkon, ogródek",https://www.otodom.pl/pl/oferta/tarasy-baltyku-ogrodek-900m-do-morza-ID4nczx,Pomorskie,Gdańsk
2 Pokoje | Blisko Centrum | Po Remoncie,619000.0,"ul. Łagiewniki, Śródmieście, Gdańsk, pomorskie",36.5,2 ,parter/4,,miejskie,,,https://www.otodom.pl/pl/oferta/2-pokoje-blisko-centrum-po-remoncie-ID4nfb0,Pomorskie,Gdańsk
Dwupoziomowe | 3 Pokoje | Balkon | 2 Łazienki |,699000.0,"ul. Andrzeja Grubby, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie",85.14,3 ,3/3,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/dwupoziomowe-3-pokoje-balkon-2-lazienki-ID4ncY6,Pomorskie,Gdańsk
Tarasy Bałtyku | Ogródek | 900m Do Morza,1900000.0,"Prezydenta Lecha Kaczyńskiego, Przymorze Wielkie, Gdańsk, pomorskie",73.95,3 ,1/12,do zamieszkania,miejskie,garaż/miejsce parkingowe,"balkon, ogródek",https://www.otodom.pl/pl/oferta/tarasy-baltyku-ogrodek-900m-do-morza-ID4nczw,Pomorskie,Gdańsk
Mieszkanie Na Osiedlu Perspektywa | Eurostyl,1395000.0,"ul. Powstańców Warszawskich, Siedlce, Gdańsk, pomorskie",72.0,3 ,1/7,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-perspektywa-eurostyl-ID4nh7u,Pomorskie,Gdańsk
Wysoki Standard | Szybkie Wydanie | Piękny Widok,1250000.0,"ul. Grudziądzka, Wrzeszcz Dolny, Gdańsk, pomorskie",64.87,3 ,7/7,,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/wysoki-standard-szybkie-wydanie-piekny-widok-ID4naxm,Pomorskie,Gdańsk
Śródmieście|widok na Motławę|pod inwestycję,920000.0,"ul. Toruńska, Śródmieście, Gdańsk, pomorskie",36.0,2 ,4/5,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/srodmiescie-widok-na-motlawe-pod-inwestycje-ID4n9xM,Pomorskie,Gdańsk
Gotowe Do Odbioru| Scala | Miejsce W Hali,1120000.0,"ul. Łąkowa, Śródmieście, Gdańsk, pomorskie",54.15,2 ,3/5,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/gotowe-do-odbioru-scala-miejsce-w-hali-ID4n8JP,Pomorskie,Gdańsk
Mieszkanie Kraków Racławicka 54,630000.0,"ul. Racławicka 54, Krowodrza, Krowodrza, Kraków, małopolskie",38.0,2 ,parter/9,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-krakow-raclawicka-54-ID4nGZJ,Małopolskie,Kraków
Wysoki parter| pod inwestycję| po remoncie,800000.0,"ul. Zielona, Śródmieście, Gdańsk, pomorskie",53.0,3 ,1/3,do zamieszkania,miejskie,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/wysoki-parter-pod-inwestycje-po-remoncie-ID4n9xL,Pomorskie,Gdańsk
Gotowe Do Odbioru| Scala | Miejsce W Hali,1100000.0,"ul. Łąkowa, Śródmieście, Gdańsk, pomorskie",54.32,3 ,1/5,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/gotowe-do-odbioru-scala-miejsce-w-hali-ID4n8JO,Pomorskie,Gdańsk
Hit! 2M Borek po remoncie! Osobna kuchnia! Parking,649000.0,"Tarnogaj, Krzyki, Wrocław, dolnośląskie",53.14,2 ,parter/3,do zamieszkania,miejskie,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/hit-2m-borek-po-remoncie-osobna-kuchnia-parking-ID4nTZG,Dolnośląskie,Wrocław
Widok Na Zieleń / Niski Czynsz! Dostępne Od Zaraz!,549000.0,"Sasankowa, Juszkowo, Pruszcz Gdański, gdański, pomorskie",52.5,3 ,2/3,do zamieszkania,gazowe,,balkon,https://www.otodom.pl/pl/oferta/widok-na-zielen-niski-czynsz-dostepne-od-zaraz-ID4nTZF,Pomorskie,gdański
"Przepiękne Mieszkanie 50,56m2 z ogrodem aż 89m2 !",414541.0,"Radom, mazowieckie",50.56,3 ,parter/8,do wykończenia,,garaż/miejsce parkingowe,"balkon, ogródek, taras",https://www.otodom.pl/pl/oferta/przepiekne-mieszkanie-50-56m2-z-ogrodem-az-89m2-ID4nTZv,Mazowieckie,Radom
Kawalerka-osobna kuchnia-dobra lokalizacja Gdańska,380000.0,"ul. Szara, Siedlce, Gdańsk, pomorskie",31.1,1 ,1/2,do zamieszkania,miejskie,,,https://www.otodom.pl/pl/oferta/kawalerka-osobna-kuchnia-dobra-lokalizacja-gdanska-ID4nTZE,Pomorskie,Gdańsk
Wyposażone i wyremontowane mieszkanie na parterze.,245000.0,"Bielawa, dzierżoniowski, dolnośląskie",39.0,2 ,parter/4,do zamieszkania,gazowe,,,https://www.otodom.pl/pl/oferta/wyposazone-i-wyremontowane-mieszkanie-na-parterze-ID4nTZC,Dolnośląskie,dzierżoniowski
Zaskoczę Cie?,300000.0,"Teofilów, Bałuty, Łódź, łódzkie",45.1,2 ,parter/4,do wykończenia,miejskie,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/zaskocze-cie-ID4nTZB,Łódzkie,Łódź
Mieszkanie 2 pokojowe Poznań/Świerczewo 2 ogródki,510000.0,"ul. Leszczyńska, Świerczewo, Wilda, Poznań, wielkopolskie",47.68,2 ,parter,do zamieszkania,gazowe,garaż/miejsce parkingowe,"ogródek, taras",https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-poznan-swierczewo-2-ogrodki-ID4nTsY,Wielkopolskie,Poznań
10 Min Do Morza | Wyremontowane | Inwestycja,1100000.0,"Aleja Jana Pawła II, Zaspa-Rozstaje, Gdańsk, pomorskie",74.7,4 ,6/10,,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/10-min-do-morza-wyremontowane-inwestycja-ID4nTir,Pomorskie,Gdańsk
2 Pokoje | Blisko Centrum | Nowe Osiedle,559000.0,"ul. Wielkopolska, Ujeścisko-Łostowice, Gdańsk, pomorskie",40.0,2 ,parter/4,,,,,https://www.otodom.pl/pl/oferta/2-pokoje-blisko-centrum-nowe-osiedle-ID4nTij,Pomorskie,Gdańsk
Sopot Inwestycyjnie | 3 Pokoje | Do Remontu,799000.0,"Aleja Niepodległości, Zajęcze Wzgórze, Górny Sopot, Sopot, pomorskie",78.8,3 ,1/1,do remontu,gazowe,,,https://www.otodom.pl/pl/oferta/sopot-inwestycyjnie-3-pokoje-do-remontu-ID4nOIK,Pomorskie,Sopot
Słoneczne | 3 Pokoje | Natychmiastowe Wydanie,475000.0,"ul. Perłowa, Orunia-Św. Wojciech-Lipce, Gdańsk, pomorskie",52.9,3 ,1/10,,,,balkon,https://www.otodom.pl/pl/oferta/sloneczne-3-pokoje-natychmiastowe-wydanie-ID4nN6g,Pomorskie,Gdańsk
Południowa Eksp| Dla Dużej Rodziny|Od Zaraz!,769000.0,"ul. Ametystowa, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie",76.0,4 ,1/3,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/poludniowa-eksp-dla-duzej-rodziny-od-zaraz-ID4nKF1,Pomorskie,Gdańsk
Centrum Gdańska | Balkon | Piękny Widok,880000.0,"ul. Jana Dziewanowskiego, Śródmieście, Gdańsk, pomorskie",86.79,4 ,4/4,,,,balkon,https://www.otodom.pl/pl/oferta/centrum-gdanska-balkon-piekny-widok-ID4nN4d,Pomorskie,Gdańsk
Nowe Mieszkanie | Niskie Opłaty | Od Zaraz,499999.0,"ul. Władysława Jagiełły, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie",52.73,3 ,2/4,,miejskie,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-niskie-oplaty-od-zaraz-ID4nKIW,Pomorskie,Gdańsk
Kawalerka 31m2_3min->U.E_IDEALNA POD WYNAJEM ! HIT,445000.0,"ul. Drukarska, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie",31.0,1 ,parter/10,do zamieszkania,miejskie,,,https://www.otodom.pl/pl/oferta/kawalerka-31m2-3min-u-e-idealna-pod-wynajem-hit-ID4n8NY,Dolnośląskie,Wrocław
